"year","asset","K_net_cc","K_gross_cc","K_net_chain","K_net_real","IG_cc","IG_real","D_cc","D_real","p_K"
1987,"Nondefense_NRC",1892.6,NA,NA,NA,NA,NA,NA,NA,NA
1988,"Nondefense_NRC",2026.97,NA,NA,NA,NA,NA,NA,NA,NA
1989,"Nondefense_NRC",2170.88,NA,NA,NA,NA,NA,NA,NA,NA
1990,"Nondefense_NRC",2325,NA,NA,NA,NA,NA,NA,NA,NA
1991,"Nondefense_NRC",2421.63,NA,NA,NA,NA,NA,NA,NA,NA
1992,"Nondefense_NRC",2522.27,NA,NA,NA,NA,NA,NA,NA,NA
1993,"Nondefense_NRC",2627.1,NA,NA,NA,NA,NA,NA,NA,NA
1994,"Nondefense_NRC",2736.28,NA,NA,NA,NA,NA,NA,NA,NA
1995,"Nondefense_NRC",2850,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Nondefense_NRC",2961.01,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Nondefense_NRC",3076.34,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Nondefense_NRC",3196.17,NA,NA,NA,NA,NA,NA,NA,NA
1999,"Nondefense_NRC",3320.66,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Nondefense_NRC",3450,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Nondefense_NRC",3613.71,NA,NA,NA,NA,NA,NA,NA,NA
2002,"Nondefense_NRC",3785.19,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Nondefense_NRC",3964.8,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Nondefense_NRC",4152.94,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Nondefense_NRC",4350,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Nondefense_NRC",4542.24,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Nondefense_NRC",4742.98,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Nondefense_NRC",4952.59,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Nondefense_NRC",5171.46,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Nondefense_NRC",5400,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Nondefense_NRC",5582.27,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nondefense_NRC",5770.7,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Nondefense_NRC",5965.48,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Nondefense_NRC",6166.84,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Nondefense_NRC",6375,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Nondefense_NRC",6632.31,NA,NA,NA,NA,NA,NA,NA,NA
2017,"Nondefense_NRC",6900,NA,NA,NA,NA,NA,NA,NA,NA
2018,"Nondefense_NRC",7210.79,NA,NA,NA,NA,NA,NA,NA,NA
2019,"Nondefense_NRC",7535.58,NA,NA,NA,NA,NA,NA,NA,NA
2020,"Nondefense_NRC",7875,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Nondefense_NRC",8412.48,NA,NA,NA,NA,NA,NA,NA,NA
2022,"Nondefense_NRC",8986.65,NA,NA,NA,NA,NA,NA,NA,NA
2023,"Nondefense_NRC",9600,NA,NA,NA,NA,NA,NA,NA,NA
1925,"Nondefense_Total",45,46.58,2,184,2.7,11.04,1.58,6.46044444444444,0.244565217391304
1926,"Nondefense_Total",47.32,48.98,2,184,2.84,11.0431107354184,1.66,6.45477599323753,0.257173913043478
1927,"Nondefense_Total",49.75,51.49,2,184,2.98,11.0215075376884,1.74,6.43537688442211,0.270380434782609
1928,"Nondefense_Total",52.31,54.14,2,184,3.14,11.0449244886255,1.83,6.43701013190594,0.28429347826087
1929,"Nondefense_Total",55,56.93,2,184,2.31,7.728,1.93,6.45672727272727,0.298913043478261
1930,"Nondefense_Total",55.44,57.38,2.04,187.68,2.38,8.0569696969697,1.94,6.56744588744589,0.29539641943734
1931,"Nondefense_Total",55.88,57.84,2.08,191.36,2.4,8.21875447387258,1.96,6.71198282032928,0.292015050167224
1932,"Nondefense_Total",56.32,58.29,2.13,195.96,2.41,8.38536221590909,1.97,6.85442471590909,0.287405592978159
1933,"Nondefense_Total",56.77,58.76,2.17,199.64,2.43,8.54545006165228,1.99,6.99812577065351,0.284361851332398
1934,"Nondefense_Total",57.22,59.22,2.21,203.32,2.45,8.70559245019224,2,7.10660608178958,0.281428290379697
1935,"Nondefense_Total",57.67,59.69,2.26,207.92,2.47,8.90519160742154,2.02,7.28278827813421,0.277366294728742
1936,"Nondefense_Total",58.13,60.16,2.31,212.52,2.49,9.10329950111818,2.03,7.4215654567349,0.273527197440241
1937,"Nondefense_Total",58.59,60.64,2.35,216.2,2.51,9.26202423621778,2.05,7.56460146782727,0.27099907493062
1938,"Nondefense_Total",59.06,61.13,2.4,220.8,2.53,9.4585844903488,2.07,7.73884185573993,0.267481884057971
1939,"Nondefense_Total",59.53,61.61,2.45,225.4,2.55,9.6551318662859,2.08,7.87555854191164,0.264108251996451
1940,"Nondefense_Total",60,62.1,2.5,230,2.57,9.85166666666667,2.1,8.05,0.260869565217391
1941,"Nondefense_Total",60.97,63.1,2.62,241.04,3.1,12.2556011153026,2.13,8.42078399212728,0.252945569200133
1942,"Nondefense_Total",61.95,64.12,2.75,253,3.15,12.864406779661,2.17,8.86214689265537,0.244861660079051
1943,"Nondefense_Total",62.95,65.15,2.88,264.96,3.2,13.4689753772836,2.2,9.25992057188245,0.237583031400966
1944,"Nondefense_Total",63.97,66.21,3.02,277.84,3.25,14.1156792246365,2.24,9.72896045021104,0.230240426144544
1945,"Nondefense_Total",65,67.27,3.16,290.72,3.31,14.8043569230769,2.27,10.1528369230769,0.223582828838745
1946,"Nondefense_Total",69.37,71.8,3.31,304.52,6.8,29.8505982413147,2.43,10.667199077411,0.227801129646657
1947,"Nondefense_Total",74.04,76.63,3.47,319.24,7.26,31.3031118314425,2.59,11.1673635872501,0.2319258238316
1948,"Nondefense_Total",79.02,81.79,3.64,334.88,7.74,32.8014578587699,2.77,11.7390230321438,0.235965121834687
1949,"Nondefense_Total",84.33,87.28,3.82,351.44,8.27,34.4647076959564,2.95,12.2939404719554,0.239955611199636
1950,"Nondefense_Total",90,93.15,4,368,8.82,36.064,3.15,12.88,0.244565217391304
1951,"Nondefense_Total",98.31,101.75,4.29,394.68,11.76,47.2122551113824,3.44,13.810387549588,0.249087868653086
1952,"Nondefense_Total",107.4,111.16,4.59,422.28,12.84,50.4848715083799,3.76,14.7837318435754,0.254333617504973
1953,"Nondefense_Total",117.32,121.43,4.92,452.64,14.03,54.1300647800886,4.11,15.8570610296625,0.259190526687876
1954,"Nondefense_Total",128.16,132.65,5.28,485.76,15.32,58.0668164794008,4.49,17.0182771535581,0.263833992094862
1955,"Nondefense_Total",140,144.9,5.66,520.72,16.74,62.2632342857143,4.9,18.2252,0.268858503610386
1956,"Nondefense_Total",153.25,158.61,6.06,557.52,18.61,67.7027549755302,5.36,19.4995575856444,0.274878031281389
1957,"Nondefense_Total",167.74,173.61,6.5,598,20.37,72.6198879217837,5.87,20.9267914629784,0.280501672240803
1958,"Nondefense_Total",183.61,190.04,6.96,640.32,22.3,77.768836120037,6.43,22.423928979903,0.286747251374313
1959,"Nondefense_Total",200.99,208.02,7.46,686.32,24.41,83.352759838798,7.03,24.0053216577939,0.292851730970976
1960,"Nondefense_Total",220,227.7,8,736,26.71,89.3570909090909,7.7,25.76,0.298913043478261
1961,"Nondefense_Total",238.58,246.93,8.52,783.84,26.93,88.4768681364741,8.35,27.433414368346,0.304373341498265
1962,"Nondefense_Total",258.74,267.8,9.07,834.44,29.21,94.2026451263817,9.06,29.2186225554611,0.310076218781458
1963,"Nondefense_Total",280.59,290.41,9.66,888.72,31.68,100.340887415802,9.82,31.1031412381054,0.315723737510127
1964,"Nondefense_Total",304.3,314.95,10.29,946.68,34.35,106.863154781466,10.65,33.1322444955636,0.321439134660075
1965,"Nondefense_Total",330,341.55,10.95,1007.4,37.25,113.714090909091,11.55,35.259,0.327575938058368
1966,"Nondefense_Total",358.6,371.15,11.67,1073.64,41.15,123.202136084774,12.55,37.5744060234244,0.334003949182221
1967,"Nondefense_Total",389.67,403.31,12.42,1142.64,44.71,131.104355993533,13.64,39.9969451073986,0.34102604494854
1968,"Nondefense_Total",423.44,438.26,13.23,1217.16,48.59,139.669857358776,14.82,42.5994502172681,0.347891813730323
1969,"Nondefense_Total",460.13,476.23,14.09,1296.28,52.8,148.748362419316,16.1,45.3569817225567,0.354961890949486
1970,"Nondefense_Total",500,517.5,15,1380,57.37,158.3412,17.5,48.3,0.36231884057971
1971,"Nondefense_Total",555.98,575.44,15.79,1452.68,75.44,197.111729198892,19.46,50.8456289794597,0.382727097502547
1972,"Nondefense_Total",618.23,639.87,16.61,1528.12,83.89,207.356464099122,21.64,53.4890199440338,0.404569012904746
1973,"Nondefense_Total",687.45,711.51,17.48,1608.16,93.28,218.211018692269,24.06,56.2838455160375,0.427476121778927
1974,"Nondefense_Total",764.41,791.16,18.4,1692.8,103.72,229.689847071598,26.75,59.2383668450177,0.4515654536862
1975,"Nondefense_Total",850,879.75,19.36,1781.12,115.34,241.687506823529,29.75,62.3392,0.477227811713978
1976,"Nondefense_Total",952.26,985.59,20.38,1874.96,135.58,266.951333459349,33.33,65.6253720622519,0.50788283483381
1977,"Nondefense_Total",1066.81,1104.15,21.45,1973.4,151.9,280.986736157329,37.34,69.0720521929866,0.540594912334043
1978,"Nondefense_Total",1195.15,1236.98,22.57,2076.44,170.17,295.651420156466,41.83,72.6749656528469,0.575576467415384
1979,"Nondefense_Total",1338.93,1385.79,23.76,2185.92,190.64,311.236426698931,46.86,76.5030369026013,0.612524703557312
1980,"Nondefense_Total",1500,1552.5,25,2300,213.57,327.474,52.5,80.5,0.652173913043478
1981,"Nondefense_Total",1619.41,1676.09,26.33,2422.36,176.09,263.400480668886,56.68,84.783572288673,0.668525735233409
1982,"Nondefense_Total",1748.33,1809.52,27.73,2551.16,190.11,277.408170997466,61.19,89.2883382427803,0.685307859953903
1983,"Nondefense_Total",1887.51,1953.57,29.21,2687.32,205.24,292.208018394605,66.06,94.0521423462657,0.702376345206377
1984,"Nondefense_Total",2037.78,2109.1,30.77,2830.84,221.58,307.814154226659,71.32,99.0762048896348,0.719849938534145
1985,"Nondefense_Total",2200,2277,32.4,2980.8,239.22,324.121352727273,77,104.328,0.738056897477187
1986,"Nondefense_Total",2356.19,2438.66,34.13,3139.96,238.66,318.04856722081,82.47,109.903064353893,0.750388539981401
1987,"Nondefense_Total",2523.47,2611.79,35.95,3307.4,255.6,335.003562554736,88.32,115.75709954943,0.762976960754671
1988,"Nondefense_Total",2702.63,2797.22,37.86,3483.12,273.75,352.806007481601,94.59,121.90655798241,0.775922161740049
1989,"Nondefense_Total",2894.5,2995.81,39.88,3668.96,293.18,371.624008567974,101.31,128.416768906547,0.788915660023549
1990,"Nondefense_Total",3100,3208.5,42,3864,314,391.385806451613,108.5,135.24,0.802277432712215
1991,"Nondefense_Total",3228.84,3341.85,43.38,3990.96,241.85,298.935120972238,113.01,139.684341621139,0.809038426844669
1992,"Nondefense_Total",3363.03,3480.74,44.8,4121.6,251.9,308.718935008014,117.71,144.260840967818,0.815952542701863
1993,"Nondefense_Total",3502.8,3625.4,46.27,4256.84,262.37,318.849808952838,122.6,148.991830535572,0.822863908439124
1994,"Nondefense_Total",3648.37,3776.06,47.79,4396.68,273.27,329.319872600641,127.69,153.880244931298,0.829801122665284
1995,"Nondefense_Total",3800,3933,49.36,4541.12,284.63,340.141838315789,133,158.9392,0.836797970544712
1996,"Nondefense_Total",3948.01,4086.19,50.97,4689.24,286.19,339.921528972824,138.18,164.122984288287,0.841929609062449
1997,"Nondefense_Total",4101.79,4245.35,52.65,4843.8,297.34,351.128529739455,143.56,169.529870617462,0.846812420000826
1998,"Nondefense_Total",4261.56,4410.71,54.37,5002.04,308.92,362.597311031641,149.15,175.066000713354,0.851964398525402
1999,"Nondefense_Total",4427.55,4582.51,56.16,5166.72,320.95,374.531915845106,154.96,180.830240471593,0.856936315496098
2000,"Nondefense_Total",4600,4761,58,5336,333.45,386.802,161,186.76,0.862068965517241
2001,"Nondefense_Total",4818.28,4986.92,59.74,5496.08,386.92,441.349044389284,168.64,192.363028134521,0.876675739800003
2002,"Nondefense_Total",5046.91,5223.55,61.54,5661.68,405.28,454.647630015197,176.64,198.15672464934,0.89141562221814
2003,"Nondefense_Total",5286.4,5471.42,63.39,5831.88,424.51,468.313290481235,185.02,204.111387257869,0.906465839489153
2004,"Nondefense_Total",5537.25,5731.05,65.3,6007.6,444.65,482.419854620976,193.8,210.261931464174,0.921707503828484
2005,"Nondefense_Total",5800,6003,67.26,6187.92,465.75,496.900644827586,203,216.5772,0.937310113899339
2006,"Nondefense_Total",6056.32,6268.29,69.28,6373.76,468.29,492.835264715207,211.97,223.080337102399,0.950195802791445
2007,"Nondefense_Total",6323.97,6545.31,71.37,6566.04,488.99,507.707642446122,221.34,229.812490192079,0.963133029954128
2008,"Nondefense_Total",6603.45,6834.57,73.51,6762.92,510.6,522.930733480226,231.12,236.701431887877,0.976419948779521
2009,"Nondefense_Total",6895.28,7136.61,75.72,6966.24,533.16,538.646801638222,241.33,243.813550602731,0.989813730218884
2010,"Nondefense_Total",7200,7452,78,7176,556.72,554.864266666667,252,251.16,1.00334448160535
2011,"Nondefense_Total",7443.03,7703.54,79.9,7350.8,503.54,497.300404808257,260.51,257.281901053737,1.01254693366708
2012,"Nondefense_Total",7694.26,7963.56,81.86,7531.12,520.53,509.49329676928,269.3,263.590080917463,1.02166211665728
2013,"Nondefense_Total",7953.98,8232.37,83.85,7714.2,538.1,521.878483476197,278.39,269.99767889786,1.03108293795857
2014,"Nondefense_Total",8222.46,8510.25,85.9,7902.8,556.27,534.644200883921,287.79,276.601748381871,1.04044895480083
2015,"Nondefense_Total",8500,8797.5,88,8096,575.04,547.708687058824,297.5,283.36,1.04990118577075
2016,"Nondefense_Total",8843.08,9152.59,93.81,8630.52,652.58,636.894016745297,309.51,302.070347118877,1.02462887520103
2017,"Nondefense_Total",9200,9522,100,9200,678.92,678.92,322,322,1
2018,"Nondefense_Total",9614.39,9950.89,102.28,9409.76,750.89,734.908266296666,336.5,329.338027685584,1.02174656951931
2019,"Nondefense_Total",10047.44,10399.1,104.61,9624.12,784.71,751.64850003583,351.66,336.84381685285,1.04398532021629
2020,"Nondefense_Total",10500,10867.5,107,9844,820.06,768.825775238095,367.5,344.54,1.06663957740756
2021,"Nondefense_Total",11216.64,11609.22,109.6,10083.2,1109.22,997.133464566929,392.58,352.909842519685,1.11240875912409
2022,"Nondefense_Total",11982.2,12401.58,112.27,10328.84,1184.93,1021.42781636094,419.38,361.511986045968,1.16007218622808
2023,"Nondefense_Total",12800,13248,115,10580,1265.8,1046.2628125,448,370.3,1.20982986767486
